"Usuário","ID da OBRA","Nome da Obra","Comentário","ID das Incongruências"
"TDP2018","13391","702591 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - POÇO BRANCO/RN",NA,"9;8"
"TDP2018","13393","703189/2010 - Esc. Educ. Infantil - Tipo B - VERA CRUZ/RN",NA,"8"
"TDP2018","13394","702546/10 - E E Infantil - Tipo B - PRESIDENTE MÉDICI/RO",NA,"8"
"TDP2018","13403","702489 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - ERNESTINA/RS",NA,"8"
"TDP2018","13404","703413 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ESTRELA/RS",NA,"8"
"TDP2018","13405","703800 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - FAZENDA VILANOVA/RS",NA,"8"
"TDP2018","13406","703308 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - FONTOURA XAVIER/RS",NA,"8"
"TDP2018","13407","703267 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - FORTALEZA DOS VALOS/RS",NA,"8"
"TDP2018","13408","703277 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - GRAVATAÍ/RS",NA,"11;8"
"TDP2018","13411","702565 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - JÓIA/RS",NA,"8"
"TDP2018","13412","703253 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LAGOÃO/RS",NA,"9;7"
"TDP2018","13414","703292 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - NOVA ARAÇÁ/RS",NA,"8"
"TDP2018","13415","703568 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - NOVA CANDELÁRIA/RS",NA,"8"
"TDP2018","13416","704171/10 - EE Infantil - Tipo B - Proinf - Novo Hamburgo/RS",NA,"8"
"TDP2018","13418","704173 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTA MARIA/RS",NA,"7;8"
"TDP2018","13419","703283 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SANTO AUGUSTO/RS",NA,"8"
"TDP2018","13421","703210/10 - EE Infantil - Tipo B - SÃO FRANCISCO DE PAULA/RS",NA,"8"
"TDP2018","13423","703295 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SÃO JOSÉ DO OURO/RS",NA,"8"
"TDP2018","13425","703220 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - TAQUARA/RS",NA,"8"
"TDP2018","13426","703296 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - TUPANCI DO SUL/RS",NA,"8"
"TDP2018","13428","703313 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - ANGELINA/SC",NA,"8"
"TDP2018","13429","702571/10 - Esc. Educ. Infantil - Tipo C - ANTÔNIO CARLOS/SC",NA,"8"
"TDP2018","13430","703545 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - ARABUTÃ/SC",NA,"8"
"TDP2018","13432","703263 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - CERRO NEGRO/SC",NA,"8"
"TDP2018","13434","703542 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - FREI ROGÉRIO/SC",NA,"8"
"TDP2018","13437","703245 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - LEOBERTO LEAL/SC",NA,"8"
"TDP2018","13438","703411 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - MAJOR VIEIRA/SC",NA,"8"
"TDP2018","13439","703207 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - MATOS COSTA/SC",NA,"8"
"TDP2018","13444","703544 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PORTO BELO/SC",NA,"8"
"TDP2018","13451","703060 - Esc. Educ. Infantil - Tipo B - Proinfância - Constr",NA,"8"
"TDP2018","13452","703286 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ARAÇATUBA/SP",NA,"8"
"TDP2018","13453","703421 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - CAFELÂNDIA/SP",NA,"8"
"TDP2018","13454","703212 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - GENERAL SALGADO/SP",NA,"8"
"TDP2018","13457","703204 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - IARAS/SP",NA,"8"
"TDP2018","13458","702618 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - LEME/SP",NA,"8"
"TDP2018","13459","702612 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - MAIRIPORÃ/SP",NA,"8"
"TDP2018","13460","703246 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - NHANDEARA/SP",NA,"8"
"TDP2018","13462","703243 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PROMISSÃO/SP",NA,"8"
"TDP2018","13463","702570 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - RIO CLARO/SP",NA,"8"
"TDP2018","13465","703273/10 - Esc. Educ. Infantil - Tipo B - SÃO FRANCISCO/SP",NA,"8"
"TDP2018","13466","702556/2010 - Esc. Educ. Infantil - Tipo B - SÃO PEDRO/SP",NA,"8"
"TDP2018","13467","703061 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - ARAGUAÇU/TO",NA,"8"
"TDP2018","13468","703236 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - AUGUSTINÓPOLIS/TO",NA,"8"
"TDP2018","13469","702622 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - AXIXÁ DO TOCANTINS/TO",NA,"8"
"TDP2018","13472","702650 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PALMEIRAS DO TOCANTINS/TO",NA,"9;7"
"TDP2018","13473","703259 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - PORTO NACIONAL/TO",NA,"8"
"TDP2018","13474","702639 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - TUPIRATINS/TO",NA,"9;8"
"TDP2018","13475","702613 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - XAMBIOÁ/TO",NA,"9;8"
"TDP2018","13549","703562/2010 - Espaço Educativo Urbano - Viçosa/AL",NA,"9;7;8"
"TDP2018","13575","700181 - Espaço Educativo Urbano - Duque Bacelar/MA",NA,"8"
"TDP2018","13576","700197 - Espaço Educativo Urbano - Pov Jussatuba - Icatu/MA",NA,"9;7;8"
"TDP2018","13577","700197 - Espaço Educativo Urbano - Sertãozinho - Icatu/MA",NA,"9;7;8"
"TDP2018","13579","703187/2010 - Espaço Educativo Urbano - Cairu/BA",NA,"8"
"TDP2018","13583","702468/2010 - Espaço Educativo Urbano - Itaguaçu da Bahia/BA",NA,"8"
"TDP2018","13584","703511/2010 - Espaço Educativo Urbano - Paramirim/BA",NA,"8"
"TDP2018","13586","703561/2010 - Espaço Educativo Urbano - Santo Estevão/BA",NA,"8"
"TDP2018","13587","702519/2010 - Espaço Educativo Urbano - São Gabriel/BA",NA,"8"
"TDP2018","13588","703381/2010 - Espaço Educativo Urbano - Teofilândia/BA",NA,"8"
"TDP2018","13589","702527/10 - Espaço Educativo Urbano - Wenceslau Guimarães/BA",NA,"9;7;8"
"TDP2018","13590","703559/2010 - Escola Padrão Estado - Baturité/CE",NA,"9;7;8"
"TDP2018","13591","703557/2010 - Espaço Educativo Urbano - Farias Brito/CE",NA,"8"
"TDP2018","13617","703512/2010 - Espaço Educativo Urbano - Acará/PA",NA,"8"
"TDP2018","13618","702530/2010 - Espaço Educativo Rural - Pai Pedro/MG",NA,"8"
"TDP2018","13621","703516/2010 - Espaço Educativo Rural - Cajari/MA",NA,"8"
"TDP2018","13636","656488 - Esc. Educ. Infantil - Tipo B -  - Construção - BARROCAS/BA",NA,"8"
"TDP2018","13664","702624/2010 - Espaço Educativo Urbano - Remanso/BA",NA,"8"
"TDP2018","13665","703558/2010 - Espaço Educativo Urbano - Novo Oriente/CE",NA,"8"
"TDP2018","13667","703513/2010 - Espaço Educativo Urbano - Potengi/CE",NA,"8"
"TDP2018","13672","703392/2010 - Espaço Educativo Urbano - Catanhede/MA",NA,"8"
"TDP2018","13673","703395/2010 - Espaço Educativo Urbano- Humberto de Campos/MA",NA,"8"
"TDP2018","13674","703310/2010 - Espaço Educativo Urbano - Lagoa do Mato/MA",NA,"8"
"TDP2018","13675","702449/2010 - Espaço Educativo Urbano - Matões/MA",NA,"8"
"TDP2018","13676","703518/2010 - Espaço Educativo Urbano - Pastos Bons/MA",NA,"8"
"TDP2018","13678","703293/2010 - Espaço Educativo Urbano - Joaquim Felício/MG",NA,"8"
"TDP2018","13680","703217/2010 - Espaço Educativo Urbano - Martinho Campos/MG",NA,"8"
"TDP2018","13681","702532/2010 - Espaço Educativo Indígena - Caarapó/MS",NA,"8"
"TDP2018","13752","703563/2010 - Espaço Educativo Urbano - Ipiranga do Norte/MT",NA,"8"
"TDP2018","13753","703519/2010 - Espaço Educativo Urbano - Nova Bandeirantes/MT",NA,"8"
"TDP2018","13754","703556/2010 - Espaço Educativo Urbano - Nova Mutum/MT",NA,"8"
"TDP2018","13759","703384/2010 - Aldeia Arimatéia - Paranatinga/MT",NA,"8"
"TDP2018","13760","703384/2010 - Aldeia Marechal Rondon - Paranatinga/MT",NA,"8"
"TDP2018","13761","703384/2010 - Aldeia de Novo Progresso - Paranatinga/MT",NA,"8"
"TDP2018","13767","703385/2010 - Espaço Educativo Urbano - Sorriso/MT",NA,"8"
"TDP2018","13769","702601/2010 - Espaço Educativo Urbano - Marituba/PA",NA,"8"
"TDP2018","13770","702466/2010 - Esp Educativo Urbano - Santa Cruz do Arari/PA",NA,"8"
"TDP2018","13771","703390/2010 - E Educ Rural - Recanto da Taboca - Afrânio/PE",NA,"8"
"TDP2018","13772","703390/2010 - E Educativo Urbano - Sítio Araçá - Afrânio/PE",NA,"9;7;8"
"TDP2018","13773","703390/2010 - EEducativo Rural - Poço do Angico - Afrânio/PE",NA,"8"
"TDP2018","13774","702526/2010 - Espaço Educativo Urbano - Bezerros/PE",NA,"8"
"TDP2018","13777","703206/2010 - Espaço Educativo Urbano - Casinhas/PE",NA,"8"
"TDP2018","13778","703387/2010 - Espaço Educativo Urbano - Cortês/PE",NA,"8"
"TDP2018","13779","702515/2010 - Espaço Educativo Urbano - Moreilândia/PE",NA,"8"
"TDP2018","13810","703382/2010 - Espaço Educativo Urbano - Apodi/RN",NA,"8"
"TDP2018","13812","703052/2010 - Espaço Educativo Urbano - Theobroma/RO",NA,"8"
"TDP2018","13813","703514/2010 - EEducativo Urbano - Dois Irmãos das Missões/RS",NA,"8"
"TDP2018","13818","702560/2010 - Espaço Educativo Urbano - Rio Pardo/RS",NA,"8"
"TDP2018","13820","703224/2010 - Creche M Prof. Gracinha - Descanso/SC",NA,"8"
"TDP2018","13821","703285/2010 - Espaço Educativo Urbano - Feira Nova/SE",NA,"8"
"TDP2018","13822","703383/2010 - Espaço Educativo Urbano - Itabaiana/SE",NA,"8"
"TDP2018","13823","703213/2010 - Espaço Educativo Urbano - General Salgado/SP",NA,"8"
"TDP2018","13824","703560/2010 - Espaço Educativo Urbano - Nhandeara/SP",NA,"8"
"TDP2018","13825","704060/2010 - Espaço Educativo Urbano - Panorama/SP",NA,"8"
"TDP2018","13828","702505/2010 - Espaço Educativo Urbano - Almas/TO",NA,"8"
"TDP2018","13829","703517/2010 - Espaço Educativo Urbano - Augustinópolis/TO",NA,"8"
"TDP2018","13831","702592/2010 - Esp Educativo Urbano - Faz. Matas - Arraias/TO",NA,"8"
"TDP2018","13832","702592/2010 - EEducativo Urbano - Faz. Sta Rita - Arraias/TO",NA,"8"
"TDP2018","13915","806096 - EE Infantil - Sagrado Coração - Varginha/MG",NA,"8"
"TDP2018","13977","656356 - Esc. Educ. Infantil - Tipo C - RIACHAO DO DANTAS/SE",NA,"9;7;8"
"TDP2018","13991","657465 - Escola Municipal Domingos Mendes - Ceres/GO",NA,"8"
"TDP2018","13996","702340/2010 - Escola Municipal - Santa Clara do Sul/RS",NA,"8"
"TDP2018","14001","657665 - Escola de Educação Infantil - Colorado/PR",NA,"8"
"TDP2018","14262","704181/2010 - Espaço Educativo Urbano - Sabáudia/PR",NA,"8"
"TDP2018","14327","830252 - Escola de Educação Infantil - Martinópolis/SP",NA,"9;7"
"TDP2018","14331","657727 - Escola de Educação Infantil - Piraí/RJ",NA,"9;7"
"TDP2018","14561","658392 - Centro de Educação Profissional - Niquelândia/GO",NA,"8"
"TDP2018","14562","658392 - Centro Tecnológico de Cristalina - Cristalina/GO",NA,"11;8"
"TDP2018","14594","830453 - Escola de Educação Infantil - Itaparica/BA",NA,"9;7"
"TDP2018","14601","704168/2010 - Escola de Educação Infantil - Conde/BA",NA,"9;7;8"
"TDP2018","14602","703300/2010 - Escola de Educação Infantil - Igaporã/BA",NA,"8"
"TDP2018","14604","704094/10 -Proinfância Tipo B Jardim Gramado - São Carlos/SP",NA,"8"
"TDP2018","14605","704094/10- Proinfância Tipo C Jardim Santa Maria I",NA,"8"
"TDP2018","14606","704094/10 - Proinfância Tipo C Arnold Schimid- São Carlos/SP",NA,"8"
"TDP2018","14607","704064/10 - Escola de Educação Inf - Reserva do Iguaçu/PR",NA,"9;7;8"
"TDP2018","14609","704176/10 - Escola de Educação Infantil - Dom Feliciano/RS",NA,"8"
"TDP2018","14611","704175/10 - Escola de Educação Infantil - Miraguai/RS",NA,"8"
"TDP2018","14612","704170/10 - Escola de Educação Infantil B - Vacaria/RS",NA,"8"
"TDP2018","14613","704170/10 - Escola de Educação Infantil C - Vacaria/RS",NA,"8"
"TDP2018","14624","658433 - Escola de Educação Infantil - Boca do Acre/AM",NA,"8"
"TDP2018","14625","658349 - Escola de Educação Infantil - Macapá/AP",NA,"8"
"TDP2018","14626","658743 - Escola de Educação Infantil - Brejões/BA",NA,"11;8"
"TDP2018","14627","657585 - Escola de Educação Infantil - Gloria/BA",NA,"9;7"
"TDP2018","14628","657594 - Escola de Educação Infantil - Muniz Ferreira/BA",NA,"8"
"TDP2018","14629","657595 - Escola de Educação Infantil - São Roque do Canaã/ES",NA,"8"
"TDP2018","14632","657635 - Escola de Educação Infantil - Rondonópolis/MT",NA,"8"
"TDP2018","14633","658350 - Escola de Educação Infantil - Concórdia do Pará/PA",NA,"8"
"TDP2018","14635","657683 - Escola de Educação Infantil - Campina Grande/PB",NA,"8"
"TDP2018","14636","657496 - Escola de Edu Infantil - Jaboatão dos Guararapes/PE",NA,"8"
"TDP2018","14637","657486 - Escola de Educação Infantil - Bocaiúva do Sul/PR",NA,"8"
"TDP2018","14639","657774 - Escola de Educação Infantil - Imbau/PR",NA,"8"
"TDP2018","14640","657480 - Escola de Educação Infantil - Ivaiporã/PR",NA,"8"
"TDP2018","14641","657488 - Escola de Educação Infantil - Jaguariaiva/PR",NA,"8"
"TDP2018","14684","E MUN ENGENHO LIMÃO - PALMARES/PE",NA,"8"
"TDP2018","14805","700056/2008 - Escola de Educação Infantil B - Prainha/PA",NA,"9;7;8"
"TDP2018","14806","657451/2009 - Escola de Educação Infantil C - Pinhais/PR",NA,"8"
"TDP2018","14807","657485/2009 -Escola de Educação Infantil C - Piraí do Sul/PR",NA,"8"
"TDP2018","14808","658269/2009 - Escola de Educação Infantil C - Reserva/PR",NA,"8"
"TDP2018","14809","657220/2009 - EE Infantil C - Santo Antonio da Platina/PR",NA,"8"
"TDP2018","14810","657655/2009 - E Educação Infantil C- São José dos Pinhais/PR",NA,"8"
"TDP2018","14814","658314/2009 - E Educação Infantil B - Santana do Seridó/RN",NA,"8"
"TDP2018","14818","657658/2009 - Escola de Educação Infantil C - Pedra Mole/SE",NA,"8"
"TDP2018","14819","657654/2009 - Escola de Educação Infantil C - Umbaúba/SE",NA,"8"
"TDP2018","14821","658352/2009 - Escola de Educação Infantil B - Carapicuiba/SP",NA,"8"
"TDP2018","14822","658338/2009 - Escola de Educação Infantil B - Jaú/SP",NA,"8"
"TDP2018","14824","657642 - E de Educação Infantil B - São Caetano do Sul/SP",NA,"8"
"TDP2018","17342","830229 - Escola de Educação Infantil - Tabira/PE",NA,"8"
"TDP2018","17351","700199/11 - Espaço Educativo Urbano - Limoeiro de Anadia/AL",NA,"8"
"TDP2018","17361","700256/11 - Espaço Educativo Urbano - Fontoura Xavier/RS",NA,"8"
"TDP2018","17365","700054/11 - Escola de Educação Infantil - Roque Gonzáles/RS",NA,"8"
"TDP2018","17370","700065/11 - Escola de Educação Infantil - Joaçaba/SC",NA,"8"
"TDP2018","17371","700074/11 - Escola de Educação Infantil - Videira/SC",NA,"8"
"TDP2018","17377","700069/11 - Escola de Educação Infantil - Piratuba/SC",NA,"7"
"TDP2018","17378","700070/11 - Escola de Educação Infantil- Presidente Nereu/SC",NA,"8"
"TDP2018","17384","700143/11 - Escola de Educação Infantil - Abdon Batista/SC",NA,"8"
"TDP2018","17386","700068/11 - Escola de Educação Infantil - Palhoça/SC",NA,"9;7"
"TDP2018","17396","700268/11 - Escola de Educação Infantil - Maraã/AM",NA,"9;7"
"TDP2018","17397","700225/11 - EE Rural - Coraci - São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17398","700225/11 - EE Rural -Panã Panã- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17399","700225/11 - EE Rural -Uarirambá- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17400","700225/11 - EE Rural -Jerusalém- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17401","700225/11 -EE Rural -Caruru Cachoeira- São G da Cachoeira/AM",NA,"9;7;8"
"TDP2018","17402","700225/11 - EE Rural - Açaí - São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17403","700225/11 - EE Rural-Uirapixuna- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17404","700225/11 - EE Rural -Pinu-Pinu- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17405","700225/11 -EE Rural -Santa Rosa- São Gabriel da Cachoeira/AM",NA,"8"
"TDP2018","17406","700225/11 -EE Rural - Cucura Manaus - São G da Cachoeira/AM",NA,"8"
"TDP2018","17407","700225/11 -EE Rural-Nova Fundação-Selva - São G Cachoeira/AM",NA,"8"
"TDP2018","17408","700225/11 - EE Rural-Trovão Tabatinga- São G da Cachoeira/AM",NA,"8"
"TDP2018","17410","700257/11 - Espaço Educativo Urbano - Urucurituba/AM",NA,"9;7"
"TDP2018","17411","700002/11 - Escola de Educação Infantil - Balbinos/SP",NA,"9;7"
"TDP2018","17412","700226/11 - E E Urbano - Juá/Bandeira - Bom Jesus da Lapa/BA",NA,"8"
"TDP2018","17414","700226/11 - E E Urbano - Rio das Rãs - Bom Jesus da Lapa/BA",NA,"8"
"TDP2018","17415","700226/11 - E E Urbano -Lagoa das Piranhas- Bom J da Lapa/BA",NA,"8"
"TDP2018","17417","700226/11 - E E Urbano - Nova Volta - Bom Jesus da Lapa/BA",NA,"8"
"TDP2018","17418","700076/11 - Escola de Educação Infantil - Guatapara/SP",NA,"9;7"
"TDP2018","17422","700231/11 - Escola de Educação Infantil - Ipirá/BA",NA,"8"
"TDP2018","17423","700032/11 - Escola de Educação Infantil - Penapolis/SP",NA,"8"
"TDP2018","17424","700097/11 - Esc. de Ed. Infantil - Santa Barbara d`Oeste/SP",NA,"11"
"TDP2018","17425","700102/11 - E de Educação Infantil C - Itaju do Colonia/BA",NA,"9;7"
"TDP2018","17430","700181/11 - Escola de Educação Infantil B - Jiquiriçá/BA",NA,"9;7;8"
"TDP2018","17431","700093/11 - Escola de Educação Infantil - Cordeirópolis/SP",NA,"11;8"
"TDP2018","17432","700004/11 - Escola de Educação Infantil C - Pilão Arcado/BA",NA,"7"
"TDP2018","17433","700021/11 - Escola de Ed. Infantil - Cristais Paulista/SP",NA,"8"
"TDP2018","17435","700024/11 - Escola de Educação Infantil - Indiaporã/SP",NA,"9;7;8"
"TDP2018","17436","700028/11 - Escola de Educação Infantil - Jaboticabal/SP",NA,"8"
"TDP2018","17441","700239/11 - Escola de Educação Infantil B - Alto Santo/CE",NA,"11;7;8"
"TDP2018","17443","700240/11 - Espaço Educativo Urbano 6 Salas - Alto Santo/CE",NA,"8"
"TDP2018","17445","700253/11 - Espaço Educativo Urbano - Aquiraz/CE",NA,"8"
"TDP2018","17447","700080/11 - Escola de Ed. Infantil - Rio da Conceição/TO",NA,"9;7"
"TDP2018","17448","700081/11 - Escola de Educação Infantil - Taguatinga/TO",NA,"9;7"
"TDP2018","17449","700271/11 - Es. de Ed. Infantil - São Miguel do Tocantins/TO",NA,"9;7"
"TDP2018","17451","700196/11 - E Educativo Urbano - Sipaúba II - Araripe/CE",NA,"8"
"TDP2018","17453","700196/11 - EEducativo Urbano - Campina de Fora - Araripe/CE",NA,"8"
"TDP2018","17455","700219/11 - Espaço Ed. Urb -Santa Terezinha do Tocantins/TO",NA,"7"
"TDP2018","17458","700163/11 - Espaço Educativo Urbano - Aurora/CE",NA,"8"
"TDP2018","17459","700160/11 - Espaço Educativo Urbano - Banabuiu/CE",NA,"8"
"TDP2018","17460","700174/11 - Escola Padrão Estado 12 Salas - Brejo Santo/CE",NA,"8"
"TDP2018","17461","700171/11 - Escola Padrão Estado 8 salas - Campos Sales/CE",NA,"9;7;8"
"TDP2018","17462","700241/11 - E Educativo Rural - Santo Antônio - Caridade/CE",NA,"8"
"TDP2018","17463","700241/11 - E Educativo Rural - Pará - Caridade/CE",NA,"8"
"TDP2018","17465","700288/11 - Escola de Educação Infantil C - Croatá/CE",NA,"8"
"TDP2018","17466","700132/11 - Escola de Educação Infantil - Pirangi/SP",NA,"7"
"TDP2018","17467","700208/11 - E Padrão Estado 8 salas - Guaraciaba do Norte/CE",NA,"8"
"TDP2018","17468","700232/11 - Escola de Educação Infantil - Itatiba/SP",NA,"8"
"TDP2018","17469","700082/11 - Escola de Educação Infantil - Coroados/SP",NA,"8"
"TDP2018","17472","700192/11 - Espaço Educativo Urbano - Jaguaribara/CE",NA,"8"
"TDP2018","17474","700291/11 -EE Infantil - Parque Sta Tereza - Carapicuiba/SP",NA,"11"
"TDP2018","17475","700291/11 -EE Infantil - Parque da Aldeia - Carapicuiba/SP",NA,"11"
"TDP2018","17478","700141/11 - E Padrão Estado 8 salas - Carnaubinha - Milhã/CE",NA,"9;7;8"
"TDP2018","17480","700216/11 - Escola Padrão Estado 8 salas - Mulungu/CE",NA,"8"
"TDP2018","17482","700221/11 - Escola Padrão Estado 8 salas - Penaforte/CE",NA,"8"
"TDP2018","17484","700137/11 - Espaço Educativo Urbano - Quiterianópolis/CE",NA,"8"
"TDP2018","17485","700077/11 - Es. de Ed. Infantil - Miguel Badra -Suzano/SP",NA,"7"
"TDP2018","17486","700130/11 - Espaço Educativo Urbano - Quixeramobim/CE",NA,"8"
"TDP2018","17487","700249/11 - Escola Padão Estado 8 salas - Salitre/CE",NA,"9;7;8"
"TDP2018","17488","700250/11 - Espaço Educativo Urbano - Solonópole/CE",NA,"8"
"TDP2018","17489","700194/11 - Espaço Ed. Urbano - Bom Jesus do Tocantins/TO",NA,"9;7"
"TDP2018","17498","700187/11 - Espaço Educativo Urbano - Caçu/GO",NA,"9;7"
"TDP2018","17506","700020/11 - Escola de Educação Infantil B - Luziania/GO",NA,"8"
"TDP2018","17508","700215/11 - Espaço Educativo Urbano - Mambaí/GO",NA,"9;7"
"TDP2018","17513","700144/11 - Escola de Educação Infantil B - Bacabal/MA",NA,"9;7"
"TDP2018","17515","700280/11 - Espaço Educativo Urbano - Tio Hugo/RS",NA,"8"
"TDP2018","17517","700173/11 - Espaço Educativo 6 salas - Abelardo Luz/SC",NA,"8"
"TDP2018","17522","700023/11 - E Educação Infantil B- Formosa da Serra Negra/MA",NA,"9;7"
"TDP2018","17524","700027/11 - E Educ Infantil B - Governador Newton Bello/MA",NA,"9;7;8"
"TDP2018","17527","700191/11 - EEducativo Urbano - Bacuri Pires - Cantanhede/MA",NA,"8"
"TDP2018","17528","700191/11 - EEducativo Urbano - Pindoval - Cantanhede/MA",NA,"8"
"TDP2018","17529","700191/11 - EEducativo Urbano - Vila União - Cantanhede/MA",NA,"8"
"TDP2018","17532","700191/11 - EEducativo Urbano - São Patrício - Cantanhede/MA",NA,"8"
"TDP2018","17534","700029/11 - Escola de Educação Infantil C -Nina Rodrigues/MA",NA,"9;7"
"TDP2018","17535","700117/11 - Escola de Educação Infantil C - Palmeirândia/MA",NA,"8"
"TDP2018","17536","700201/11 - Escola de Educação Infantil B - Pinheiro/MA",NA,"9;7"
"TDP2018","17538","/11 - E Educativo Rural - Betânia - S Amaro do Maranhão/MA",NA,"8"
"TDP2018","17539","/11 - E Educativo Rural - Laranjeira- S Amaro do Maranhão/MA",NA,"8"
"TDP2018","17541","/11 - E Educativo Rural - Pedras - S Amaro do Maranhão/MA",NA,"8"
"TDP2018","17542","/11 - E Educativo Rural - Sangue - S Amaro do Maranhão/MA",NA,"8"
"TDP2018","17543","E Educativo Rural -Pedrorreiro- S Amaro do Maranhão/MA",NA,"8"
"TDP2018","17556","700295/11 - Escola de Educação Infantil - Divina Pastora/SE",NA,"8"
"TDP2018","17562","700035/11 - Escola de Educação Infantil - Tamboara/PR",NA,"8"
"TDP2018","17568","700211/11 - Espaço Educativo Urbano - Sitio Novo/RN",NA,"9;7"
"TDP2018","17571","700220/11 - Es. de Ed. Infantil - Campo Novo de Rondonia/RO",NA,"8"
"TDP2018","17572","700126/11 - EE Urbano - Rua Girassol - Machadinho D`Oeste/RO",NA,"8"
"TDP2018","17575","700019/11 - Escola de Educação Infantil - Palmas/PR",NA,"8"
"TDP2018","17576","700278/11 - Escola de Ed. Infantil - Nova Prata do Iguaçu/PR",NA,"8"
"TDP2018","17586","700106/11 - Escola de Educação Infantil - Luiziana/PR",NA,"7;8"
"TDP2018","17592","700103/11 - EE Infantil - Aires M Machado- Belo Horizonte/MG",NA,"8"
"TDP2018","17593","700103/11 - EE Infantil - Monte Azul - Belo Horizonte/MG",NA,"8"
"TDP2018","17594","700103/11 - EE Infantil - Paulo VI - Belo Horizonte/MG",NA,"8"
"TDP2018","17598","700037/11 - Escola de Educação Infantil C -Cônego Marinho/MG",NA,"7;8"
"TDP2018","17603","700235/11 - Escola de Educação Infantil- Socorro do Piauí/PI",NA,"9"
"TDP2018","17604","700142/11 - Escola de Educação Infantil - Julio Borges/PI",NA,"9;7"
"TDP2018","17608","700270/11 - Espaço Ed. Urbano - Santa Maria da Boa Vista/PE",NA,"9;7"
"TDP2018","17612","700112/11 - Escola de Educação Infantil C - Iguatama/MG",NA,"8"
"TDP2018","17617","700044/11 - Escola de Educação Infantil B - Inimutaba/MG",NA,"9;7"
"TDP2018","17618","700284/11 - Escola de Educação Infantil B - Itaobim/MG",NA,"8"
"TDP2018","17624","700151/11 - Escola de Educação Infantil B - Ituiutaba/MG",NA,"7"
"TDP2018","17628","700046/11 - Escola de Educação Infantil B - Japonvar/MG",NA,"7"
"TDP2018","17637","700238/11 - Escola de Educação Infantil - Colares/PA",NA,"9;7"
"TDP2018","17639","700062/11 - Escola de Educação Infantil - Cumaru do Norte/PA",NA,"8"
"TDP2018","17642","700183/11 - Escola de Educação Infantil - Melgaço/PA",NA,"8"
"TDP2018","17643","700164/11 - E Educação Infantil B - Santana de Pirapama/MG",NA,"9;7"
"TDP2018","17645","700165/11 - EEducação Infantil B - São Francisco de Sales/MG",NA,"9;7"
"TDP2018","17651","700206/11 - Escola de Educação Infantil C - Timóteo/MG",NA,"8"
"TDP2018","17655","700119/11 - E Educativo Rural - Sertão - Amambai/MS",NA,"8"
"TDP2018","17656","700119/11 - E Educativo Urbano - Panduí - Amambai/MS",NA,"8"
"TDP2018","17657","700119/11 - E Educativo Rural - Brilho do Sol - Amambai/MS",NA,"8"
"TDP2018","17659","700168/11 - Espaço Educativo Urbano - Aral Moreira/MS",NA,"8"
